t,v,r
159757544.000000,34864.372377,111365316072.872086
159767544.000000,34864.503869,111365711984.889359
159777544.000000,34864.628840,111366129206.533356
159787544.000000,34864.747284,111366567754.146683
159797544.000000,34864.859197,111367027643.854462
159807544.000000,34864.964576,111367508891.564285
159817544.000000,34865.063415,111368011512.965836
159827544.000000,34865.155711,111368535523.530899
159837544.000000,34865.241461,111369080938.513016
159847544.000000,34865.320659,111369647772.947388
159857544.000000,34865.393302,111370236041.650681
159867544.000000,34865.459387,111370845759.220856
159877544.000000,34865.518910,111371476940.036972
159887544.000000,34865.571867,111372129598.259048
159897544.000000,34865.618255,111372803747.827881
159907544.000000,34865.658069,111373499402.464905
159917544.000000,34865.691308,111374216575.671936
159927544.000000,34865.717967,111374955280.731247
159937544.000000,34865.738043,111375715530.705063
159947544.000000,34865.751533,111376497338.435776
159957544.000000,34865.758434,111377300716.545502
159967544.000000,34865.758743,111378125677.436142
159977544.000000,34865.752456,111378972233.289108
159987544.000000,34865.739572,111379840396.065262
159997544.000000,34865.720087,111380730177.504730
160007544.000000,34865.693998,111381641589.126770
160017544.000000,34865.661303,111382574642.229721
160027544.000000,34865.621999,111383529347.890762
160037544.000000,34865.576083,111384505716.965897
160047544.000000,34865.523553,111385503760.089691
160057544.000000,34865.464407,111386523487.675293
160067544.000000,34865.398643,111387564909.914291
160077544.000000,34865.326257,111388628036.776505
160087544.000000,34865.247248,111389712878.009995
160097544.000000,34865.161614,111390819443.140930
160107544.000000,34865.069353,111391947741.473389
160117544.000000,34864.970462,111393097782.089386
160127544.000000,34864.864941,111394269573.848694
160137544.000000,34864.752786,111395463125.388824
160147544.000000,34864.633996,111396678445.124786
160157544.000000,34864.508571,111397915541.249222
160167544.000000,34864.376506,111399174421.732132
160177544.000000,34864.237803,111400455094.320847
160187544.000000,34864.092458,111401757566.539993
160197544.000000,34863.940471,111403081845.691376
160207544.000000,34863.781840,111404427938.853912
160217544.000000,34863.616564,111405795852.883575
160227544.000000,34863.444642,111407185594.413300
160237544.000000,34863.266072,111408597169.852951
160247544.000000,34863.080854,111410030585.389236
160257544.000000,34862.888987,111411485846.985626
160267544.000000,34862.690469,111412962960.382431
160277544.000000,34862.485301,111414461931.096542
160287544.000000,34862.273480,111415982764.421494
160297544.000000,34862.055007,111417525465.427536
160307544.000000,34861.829881,111419090038.961288
160317544.000000,34861.598101,111420676489.646027
160327544.000000,34861.359667,111422284821.881454
160337544.000000,34861.114579,111423915039.843689
160347544.000000,34860.862836,111425567147.485260
160357544.000000,34860.604437,111427241148.535141
160367544.000000,34860.339384,111428937046.498611
160377544.000000,34860.067675,111430654844.657257
160387544.000000,34859.789311,111432394546.069077
160397544.000000,34859.504291,111434156153.568283
160407544.000000,34859.212616,111435939669.765381
160417544.000000,34858.914286,111437745097.047241
160427544.000000,34858.609302,111439572437.576889
160437544.000000,34858.297663,111441421693.293747
160447544.000000,34857.979369,111443292865.913391
160457544.000000,34857.654423,111445185956.927765
160467544.000000,34857.322823,111447100967.605057
160477544.000000,34856.984570,111449037898.989716
160487544.000000,34856.639666,111450996751.902512
160497544.000000,34856.288111,111452977526.940567
160507544.000000,34855.929906,111454980224.477264
160517544.000000,34855.565052,111457004844.662384
160527544.000000,34855.193549,111459051387.422134
160537544.000000,34854.815399,111461119852.459015
160547544.000000,34854.430603,111463210239.252045
160557544.000000,34854.039161,111465322547.056717
160567544.000000,34853.641077,111467456774.904953
160577544.000000,34853.236350,111469612921.605301
160587544.000000,34852.824981,111471790985.742889
160597544.000000,34852.406974,111473990965.679459
160607544.000000,34851.982328,111476212859.553391
160617544.000000,34851.551047,111478456665.279831
160627544.000000,34851.113130,111480722380.550797
160637544.000000,34850.668581,111483010002.835007
160647544.000000,34850.217401,111485319529.378174
160657544.000000,34849.759591,111487650957.202972
160667544.000000,34849.295155,111490004283.109070
160677544.000000,34848.824093,111492379503.673294
160687544.000000,34848.346408,111494776615.249588
160697544.000000,34847.862103,111497195613.969193
160707544.000000,34847.371179,111499636495.740723
160717544.000000,34846.873638,111502099256.250076
160727544.000000,34846.369484,111504583890.960754
160737544.000000,34845.858719,111507090395.113800
160747544.000000,34845.341345,111509618763.727997
160757544.000000,34844.817364,111512168991.599777
160767544.000000,34844.286781,111514741073.303558
160777544.000000,34843.749596,111517335003.191681
160787544.000000,34843.205813,111519950775.394516
160797544.000000,34842.655436,111522588383.820648
160807544.000000,34842.098466,111525247822.156952
160817544.000000,34841.534908,111527929083.868668
160827544.000000,34840.964763,111530632162.199539
160837544.000000,34840.388036,111533357050.171997
160847544.000000,34839.804729,111536103740.587112
160857544.000000,34839.214846,111538872226.024933
160867544.000000,34838.618391,111541662498.844452
160877544.000000,34838.015366,111544474551.183792
160887544.000000,34837.405775,111547308374.960312
160897544.000000,34836.789622,111550163961.870819
160907544.000000,34836.166911,111553041303.391617
160917544.000000,34835.537645,111555940390.778641
160927544.000000,34834.901828,111558861215.067703
160937544.000000,34834.259463,111561803767.074600
160947544.000000,34833.610556,111564768037.395157
160957544.000000,34832.955110,111567754016.405548
160967544.000000,34832.293128,111570761694.262283
160977544.000000,34831.624616,111573791060.902512
160987544.000000,34830.949577,111576842106.044144
160997544.000000,34830.268016,111579914819.185928
161007544.000000,34829.579937,111583009189.607773
161017544.000000,34828.885344,111586125206.370758
161027544.000000,34828.184243,111589262858.317413
161037544.000000,34827.476637,111592422134.071854
161047544.000000,34826.762531,111595603022.039963
161057544.000000,34826.041930,111598805510.409607
161067544.000000,34825.314839,111602029587.150772
161077544.000000,34824.581262,111605275240.015762
161087544.000000,34823.841205,111608542456.539413
161097544.000000,34823.094672,111611831224.039261
161107544.000000,34822.341669,111615141529.615784
161117544.000000,34821.582200,111618473360.152542
161127544.000000,34820.816272,111621826702.316391
161137544.000000,34820.043888,111625201542.557709
161147544.000000,34819.265055,111628597867.110611
161157544.000000,34818.479778,111632015661.993134
161167544.000000,34817.688062,111635454913.007462
161177544.000000,34816.889913,111638915605.740173
161187544.000000,34816.085336,111642397725.562317
161197544.000000,34815.274337,111645901257.629898
161207544.000000,34814.456922,111649426186.883881
161217544.000000,34813.633097,111652972498.050400
161227544.000000,34812.802868,111656540175.641251
161237544.000000,34811.966239,111660129203.953781
161247544.000000,34811.123219,111663739567.071411
161257544.000000,34810.273812,111667371248.863663
161267544.000000,34809.418024,111671024232.986572
161277544.000000,34808.555863,111674698502.882767
161287544.000000,34807.687333,111678394041.781906
161297544.000000,34806.812442,111682110832.700745
161307544.000000,34805.931196,111685848858.443481
161317544.000000,34805.043602,111689608101.602020
161327544.000000,34804.149665,111693388544.556152
161337544.000000,34803.249393,111697190169.473953
161347544.000000,34802.342792,111701012958.311905
161357544.000000,34801.429869,111704856892.815216
161367544.000000,34800.510631,111708721954.518143
161377544.000000,34799.585085,111712608124.744125
161387544.000000,34798.653237,111716515384.606232
161397544.000000,34797.715094,111720443715.007355
161407544.000000,34796.770665,111724393096.640427
161417544.000000,34795.819955,111728363509.988785
161427544.000000,34794.862972,111732354935.326462
161437544.000000,34793.899723,111736367352.718445
161447544.000000,34792.930216,111740400742.020920
161457544.000000,34791.954458,111744455082.881668
161467544.000000,34790.972456,111748530354.740280
161477544.000000,34789.984218,111752626536.828476
161487544.000000,34788.989752,111756743608.170425
161497544.000000,34787.989065,111760881547.583008
161507544.000000,34786.982165,111765040333.676163
161517544.000000,34785.969060,111769219944.853210
161527544.000000,34784.949757,111773420359.311066
161537544.000000,34783.924264,111777641555.040710
161547544.000000,34782.892590,111781883509.827332
161557544.000000,34781.854743,111786146201.250763
161567544.000000,34780.810730,111790429606.685776
161577544.000000,34779.760560,111794733703.302429
161587544.000000,34778.704241,111799058468.066315
161597544.000000,34777.641781,111803403877.738968
161607544.000000,34776.573188,111807769908.878113
161617544.000000,34775.498472,111812156537.838150
161627544.000000,34774.417640,111816563740.770340
161637544.000000,34773.330701,111820991493.623184
161647544.000000,34772.237664,111825439772.142838
161657544.000000,34771.138537,111829908551.873291
161667544.000000,34770.033329,111834397808.156982
161677544.000000,34768.922049,111838907516.134842
161687544.000000,34767.804706,111843437650.746841
161697544.000000,34766.681308,111847988186.732315
161707544.000000,34765.551865,111852559098.630280
161717544.000000,34764.416385,111857150360.779800
161727544.000000,34763.274879,111861761947.320404
161737544.000000,34762.127354,111866393832.192337
161747544.000000,34760.973820,111871045989.137039
161757544.000000,34759.814286,111875718391.697479
161767544.000000,34758.648763,111880411013.218445
161777544.000000,34757.477258,111885123826.847107
161787544.000000,34756.299782,111889856805.533173
161797544.000000,34755.116344,111894609922.029419
161807544.000000,34753.926954,111899383148.891998
161817544.000000,34752.731621,111904176458.480865
161827544.000000,34751.530355,111908989822.960114
161837544.000000,34750.323166,111913823214.298401
161847544.000000,34749.110064,111918676604.269333
161857544.000000,34747.891058,111923549964.451874
161867544.000000,34746.666159,111928443266.230682
161877544.000000,34745.435376,111933356480.796570
161887544.000000,34744.198720,111938289579.146866
161897544.000000,34742.956200,111943242532.085861
161907544.000000,34741.707828,111948215310.225113
161917544.000000,34740.453612,111953207883.983978
161927544.000000,34739.193564,111958220223.589935
161937544.000000,34737.927693,111963252299.078995
161947544.000000,34736.656010,111968304080.296204
161957544.000000,34735.378527,111973375536.895920
161967544.000000,34734.095252,111978466638.342377
161977544.000000,34732.806197,111983577353.909973
161987544.000000,34731.511372,111988707652.683792
161997544.000000,34730.210788,111993857503.559937
162007544.000000,34728.904457,111999026875.246048
162017544.000000,34727.592387,112004215736.261688
162027544.000000,34726.274592,112009424054.938721
162037544.000000,34724.951081,112014651799.421844
162047544.000000,34723.621865,112019898937.668991
162057544.000000,34722.286955,112025165437.451691
162067544.000000,34720.946363,112030451266.355576
162077544.000000,34719.600100,112035756391.780884
162087544.000000,34718.248177,112041080780.942764
162097544.000000,34716.890605,112046424400.871796
162107544.000000,34715.527395,112051787218.414444
162117544.000000,34714.158559,112057169200.233505
162127544.000000,34712.784109,112062570312.808517
162137544.000000,34711.404055,112067990522.436279
162147544.000000,34710.018410,112073429795.231232
162157544.000000,34708.627184,112078888097.125992
162167544.000000,34707.230390,112084365393.871735
162177544.000000,34705.828039,112089861651.038757
162187544.000000,34704.420143,112095376834.016769
162197544.000000,34703.006714,112100910908.015594
162207544.000000,34701.587764,112106463838.065414
162217544.000000,34700.163304,112112035589.017395
162227544.000000,34698.733347,112117626125.544067
162237544.000000,34697.297904,112123235412.139847
162247544.000000,34695.856988,112128863413.121475
162257544.000000,34694.410611,112134510092.628540
162267544.000000,34692.958785,112140175414.623901
162277544.000000,34691.501522,112145859342.894257
162287544.000000,34690.038834,112151561841.050476
162297544.000000,34688.570734,112157282872.528259
162307544.000000,34687.097234,112163022400.588516
162317544.000000,34685.618347,112168780388.317856
162327544.000000,34684.134085,112174556798.629150
162337544.000000,34682.644461,112180351594.261948
162347544.000000,34681.149486,112186164737.782990
162357544.000000,34679.649175,112191996191.586731
162367544.000000,34678.143540,112197845917.895813
162377544.000000,34676.632592,112203713878.761597
162387544.000000,34675.116346,112209600036.064560
162397544.000000,34673.594814,112215504351.514984
162407544.000000,34672.068008,112221426786.653290
162417544.000000,34670.535943,112227367302.850586
162427544.000000,34668.998630,112233325861.309265
162437544.000000,34667.456083,112239302423.063385
162447544.000000,34665.908315,112245296948.979309
162457544.000000,34664.355339,112251309399.756058
162467544.000000,34662.797168,112257339735.926025
162477544.000000,34661.233816,112263387917.855286
162487544.000000,34659.665295,112269453905.744293
162497544.000000,34658.091620,112275537659.628296
162507544.000000,34656.512803,112281639139.377869
162517544.000000,34654.928858,112287758304.699493
162527544.000000,34653.339799,112293895115.136017
162537544.000000,34651.745638,112300049530.067184
162547544.000000,34650.146390,112306221508.710266
162557544.000000,34648.542068,112312411010.120377
162567544.000000,34646.932686,112318617993.191299
162577544.000000,34645.318258,112324842416.655701
162587544.000000,34643.698796,112331084239.085968
162597544.000000,34642.074316,112337343418.894501
162607544.000000,34640.444831,112343619914.334366
162617544.000000,34638.810354,112349913683.499832
162627544.000000,34637.170900,112356224684.326920
162637544.000000,34635.526483,112362552874.593872
162647544.000000,34633.877117,112368898211.921799
162657544.000000,34632.222816,112375260653.775101
162667544.000000,34630.563593,112381640157.462158
162677544.000000,34628.899464,112388036680.135773
162687544.000000,34627.230442,112394450178.793747
162697544.000000,34625.556542,112400880610.279419
162707544.000000,34623.877778,112407327931.282303
162717544.000000,34622.194164,112413792098.338501
162727544.000000,34620.505715,112420273067.831390
162737544.000000,34618.812444,112426770795.992050
162747544.000000,34617.114368,112433285238.899994
162757544.000000,34615.411499,112439816352.483490
162767544.000000,34613.703853,112446364092.520386
162777544.000000,34611.991445,112452928414.638474
162787544.000000,34610.274288,112459509274.316132
162797544.000000,34608.552397,112466106626.882904
162807544.000000,34606.825789,112472720427.520004
162817544.000000,34605.094476,112479350631.260941
162827544.000000,34603.358474,112485997192.992081
162837544.000000,34601.617798,112492660067.453186
162847544.000000,34599.872462,112499339209.237991
162857544.000000,34598.122482,112506034572.794785
162867544.000000,34596.367872,112512746112.427063
162877544.000000,34594.608649,112519473782.293915
162887544.000000,34592.844825,112526217536.410782
162897544.000000,34591.076418,112532977328.649933
162907544.000000,34589.303441,112539753112.741104
162917544.000000,34587.525910,112546544842.272034
162927544.000000,34585.743841,112553352470.689041
162937544.000000,34583.957248,112560175951.297653
162947544.000000,34582.166147,112567015237.263123
162957544.000000,34580.370553,112573870281.611099
162967544.000000,34578.570481,112580741037.228149
162977544.000000,34576.765948,112587627456.862335
162987544.000000,34574.956968,112594529493.123825
162997544.000000,34573.143556,112601447098.485535
163007544.000000,34571.325729,112608380225.283585
163017544.000000,34569.503502,112615328825.718079
163027544.000000,34567.676891,112622292851.853455
163037544.000000,34565.845910,112629272255.619370
163047544.000000,34564.010577,112636266988.810989
163057544.000000,34562.170906,112643277003.089844
163067544.000000,34560.326913,112650302249.984222
163077544.000000,34558.478614,112657342680.889908
163087544.000000,34556.626025,112664398247.070740
163097544.000000,34554.769162,112671468899.659149
163107544.000000,34552.908041,112678554589.656845
163117544.000000,34551.042677,112685655267.935379
163127544.000000,34549.173087,112692770885.236694
163137544.000000,34547.299286,112699901392.173889
163147544.000000,34545.421291,112707046739.231598
163157544.000000,34543.539117,112714206876.766815
163167544.000000,34541.652781,112721381755.009308
163177544.000000,34539.762299,112728571324.062347
163187544.000000,34537.867686,112735775533.903305
163197544.000000,34535.968960,112742994334.384201
163207544.000000,34534.066137,112750227675.232346
163217544.000000,34532.159232,112757475506.050980
163227544.000000,34530.248262,112764737776.319870
163237544.000000,34528.333243,112772014435.395874
163247544.000000,34526.414192,112779305432.513580
163257544.000000,34524.491126,112786610716.785980
163267544.000000,34522.564059,112793930237.204971
163277544.000000,34520.633010,112801263942.642075
163287544.000000,34518.697994,112808611781.848999
163297544.000000,34516.759028,112815973703.458237
163307544.000000,34514.816129,112823349655.983734
163317544.000000,34512.869312,112830739587.821503
163327544.000000,34510.918596,112838143447.250168
163337544.000000,34508.963996,112845561182.431671
163347544.000000,34507.005529,112852992741.411896
163357544.000000,34505.043211,112860438072.121170
163367544.000000,34503.077060,112867897122.375031
163377544.000000,34501.107093,112875369839.874786
163387544.000000,34499.133325,112882856172.208084
163397544.000000,34497.155775,112890356066.849609
163407544.000000,34495.174458,112897869471.161728
163417544.000000,34493.189392,112905396332.395004
163427544.000000,34491.200593,112912936597.688934
163437544.000000,34489.208079,112920490214.072495
163447544.000000,34487.211867,112928057128.464844
163457544.000000,34485.211972,112935637287.675858
163467544.000000,34483.208414,112943230638.406860
163477544.000000,34481.201208,112950837127.251160
163487544.000000,34479.190371,112958456700.694717
163497544.000000,34477.175921,112966089305.116806
163507544.000000,34475.157875,112973734886.790558
163517544.000000,34473.136250,112981393391.883682
163527544.000000,34471.111063,112989064766.459061
163537544.000000,34469.082332,112996748956.475342
163547544.000000,34467.050073,113004445907.787643
163557544.000000,34465.014305,113012155566.148132
163567544.000000,34462.975043,113019877877.206665
163577544.000000,34460.932306,113027612786.511444
163587544.000000,34458.886111,113035360239.509628
163597544.000000,34456.836475,113043120181.547974
163607544.000000,34454.783416,113050892557.873474
163617544.000000,34452.726950,113058677313.633957
163627544.000000,34450.667097,113066474393.878845
163637544.000000,34448.603872,113074283743.559540
163647544.000000,34446.537293,113082105307.530380
163657544.000000,34444.467379,113089939030.548981
163667544.000000,34442.394146,113097784857.277084
163677544.000000,34440.317612,113105642732.281113
163687544.000000,34438.237794,113113512600.032761
163697544.000000,34436.154711,113121394404.909683
163707544.000000,34434.068380,113129288091.196182
163717544.000000,34431.978818,113137193603.083725
163727544.000000,34429.886043,113145110884.671707
163737544.000000,34427.790073,113153039879.968002
163747544.000000,34425.690926,113160980532.889618
163757544.000000,34423.588619,113168932787.263382
163767544.000000,34421.483170,113176896586.826538
163777544.000000,34419.374597,113184871875.227356
163787544.000000,34417.262917,113192858596.025879
163797544.000000,34415.148149,113200856692.694427
163807544.000000,34413.030310,113208866108.618378
163817544.000000,34410.909418,113216886787.096680
163827544.000000,34408.785491,113224918671.342560
163837544.000000,34406.658548,113232961704.484146
163847544.000000,34404.528605,113241015829.565186
163857544.000000,34402.395680,113249080989.545486
163867544.000000,34400.259793,113257157127.301758
163877544.000000,34398.120960,113265244185.628204
163887544.000000,34395.979200,113273342107.237137
163897544.000000,34393.834530,113281450834.759583
163907544.000000,34391.686969,113289570310.745972
163917544.000000,34389.536535,113297700477.666809
163927544.000000,34387.383246,113305841277.913223
163937544.000000,34385.227120,113313992653.797760
163947544.000000,34383.068175,113322154547.554779
163957544.000000,34380.906429,113330326901.341415
163967544.000000,34378.741900,113338509657.237930
163977544.000000,34376.574606,113346702757.248535
163987544.000000,34374.404566,113354906143.301941
163997544.000000,34372.231798,113363119757.252029
164007544.000000,34370.056320,113371343540.878540
164017544.000000,34367.878150,113379577435.887665
164027544.000000,34365.697307,113387821383.912659
164037544.000000,34363.513808,113396075326.514542
164047544.000000,34361.327672,113404339205.182693
164057544.000000,34359.138917,113412612961.335571
164067544.000000,34356.947562,113420896536.321289
164077544.000000,34354.753624,113429189871.418228
164087544.000000,34352.557123,113437492907.835739
164097544.000000,34350.358076,113445805586.714813
164107544.000000,34348.156501,113454127849.128632
164117544.000000,34345.952418,113462459636.083252
164127544.000000,34343.745845,113470800888.518295
164137544.000000,34341.536799,113479151547.307480
164147544.000000,34339.325300,113487511553.259369
164157544.000000,34337.111365,113495880847.117966
164167544.000000,34334.895013,113504259369.563309
164177544.000000,34332.676263,113512647061.212234
164187544.000000,34330.455133,113521043862.618881
164197544.000000,34328.231642,113529449714.275467
164207544.000000,34326.005807,113537864556.612762
164217544.000000,34323.777648,113546288330.000885
164227544.000000,34321.547183,113554720974.749832
164237544.000000,34319.314431,113563162431.110229
164247544.000000,34317.079409,113571612639.273834
164257544.000000,34314.842137,113580071539.374329
164267544.000000,34312.602633,113588539071.487808
164277544.000000,34310.360915,113597015175.633499
164287544.000000,34308.117003,113605499791.774399
164297544.000000,34305.870914,113613992859.817932
164307544.000000,34303.622668,113622494319.616501
164317544.000000,34301.372282,113631004110.968185
164327544.000000,34299.119776,113639522173.617447
164337544.000000,34296.865168,113648048447.255600
164347544.000000,34294.608477,113656582871.521622
164357544.000000,34292.349721,113665125386.002640
164367544.000000,34290.088919,113673675930.234695
164377544.000000,34287.826090,113682234443.703278
164387544.000000,34285.561252,113690800865.844009
164397544.000000,34283.294423,113699375136.043304
164407544.000000,34281.025624,113707957193.638962
164417544.000000,34278.754872,113716546977.920776
164427544.000000,34276.482185,113725144428.131256
164437544.000000,34274.207583,113733749483.466187
164447544.000000,34271.931085,113742362083.075241
164457544.000000,34269.652708,113750982166.062744
164467544.000000,34267.372473,113759609671.488159
164477544.000000,34265.090396,113768244538.366776
164487544.000000,34262.806498,113776886705.670364
164497544.000000,34260.520797,113785536112.327744
164507544.000000,34258.233311,113794192697.225540
164517544.000000,34255.944060,113802856399.208649
164527544.000000,34253.653061,113811527157.080963
164537544.000000,34251.360335,113820204909.605988
164547544.000000,34249.065899,113828889595.507492
164557544.000000,34246.769772,113837581153.470123
164567544.000000,34244.471974,113846279522.139938
164577544.000000,34242.172522,113854984640.125183
164587544.000000,34239.871436,113863696445.996857
164597544.000000,34237.568734,113872414878.289307
164607544.000000,34235.264436,113881139875.500885
164617544.000000,34232.958559,113889871376.094574
164627544.000000,34230.651123,113898609318.498611
164637544.000000,34228.342147,113907353641.107117
164647544.000000,34226.031649,113916104282.280670
164657544.000000,34223.719647,113924861180.347015
164667544.000000,34221.406162,113933624273.601578
164677544.000000,34219.091212,113942393500.308258
164687544.000000,34216.774814,113951168798.699844
164697544.000000,34214.456990,113959950106.978760
164707544.000000,34212.137756,113968737363.317642
164717544.000000,34209.817132,113977530505.860016
164727544.000000,34207.495136,113986329472.720840
164737544.000000,34205.171788,113995134201.987167
164747544.000000,34202.847107,114003944631.718765
164757544.000000,34200.521110,114012760699.948639
164767544.000000,34198.193817,114021582344.683884
164777544.000000,34195.865247,114030409503.906006
164787544.000000,34193.535418,114039242115.571716
164797544.000000,34191.204350,114048080117.613525
164807544.000000,34188.872061,114056923447.940353
164817544.000000,34186.538569,114065772044.438065
164827544.000000,34184.203895,114074625844.970215
164837544.000000,34181.868055,114083484787.378540
164847544.000000,34179.531070,114092348809.483643
164857544.000000,34177.192958,114101217849.085556
164867544.000000,34174.853738,114110091843.964386
164877544.000000,34172.513429,114118970731.880920
164887544.000000,34170.172049,114127854450.577209
164897544.000000,34167.829618,114136742937.777222
164907544.000000,34165.486153,114145636131.187378
164917544.000000,34163.141674,114154533968.497223
164927544.000000,34160.796200,114163436387.380005
164937544.000000,34158.449750,114172343325.493256
164947544.000000,34156.102341,114181254720.479462
164957544.000000,34153.753994,114190170509.966614
164967544.000000,34151.404726,114199090631.568771
164977544.000000,34149.054557,114208015022.886780
164987544.000000,34146.703505,114216943621.508774
164997544.000000,34144.351589,114225876365.010788
165007544.000000,34141.998827,114234813190.957443
165017544.000000,34139.645240,114243754036.902420
165027544.000000,34137.290845,114252698840.389130
165037544.000000,34134.935660,114261647538.951279
165047544.000000,34132.579706,114270600070.113495
165057544.000000,34130.223000,114279556371.391937
165067544.000000,34127.865561,114288516380.294800
165077544.000000,34125.507408,114297480034.323044
165087544.000000,34123.148560,114306447270.970825
165097544.000000,34120.789036,114315418027.726257
165107544.000000,34118.428853,114324392242.071838
165117544.000000,34116.068031,114333369851.485184
165127544.000000,34113.706589,114342350793.439545
165137544.000000,34111.344545,114351335005.404358
165147544.000000,34108.981918,114360322424.845932
165157544.000000,34106.618726,114369312989.227966
165167544.000000,34104.254989,114378306636.012115
165177544.000000,34101.890725,114387303302.658707
165187544.000000,34099.525952,114396302926.627106
165197544.000000,34097.160689,114405305445.376511
165207544.000000,34094.794955,114414310796.366379
165217544.000000,34092.428769,114423318917.057144
165227544.000000,34090.062148,114432329744.910675
165237544.000000,34087.695113,114441343217.390900
165247544.000000,34085.327681,114450359271.964432
165257544.000000,34082.959870,114459377846.101074
165267544.000000,34080.591700,114468398877.274429
165277544.000000,34078.223189,114477422302.962494
165287544.000000,34075.854356,114486448060.648178
165297544.000000,34073.485219,114495476087.819946
165307544.000000,34071.115797,114504506321.972336
165317544.000000,34068.746108,114513538700.606552
165327544.000000,34066.376171,114522573161.231033
165337544.000000,34064.006005,114531609641.362030
165347544.000000,34061.635627,114540648078.524185
165357544.000000,34059.265056,114549688410.251053
165367544.000000,34056.894312,114558730574.085693
165377544.000000,34054.523412,114567774507.581268
165387544.000000,34052.152375,114576820148.301559
165397544.000000,34049.781219,114585867433.821548
165407544.000000,34047.409963,114594916301.728012
165417544.000000,34045.038625,114603966689.620041
165427544.000000,34042.667223,114613018535.109558
165437544.000000,34040.295777,114622071775.822006
165447544.000000,34037.924304,114631126349.396820
165457544.000000,34035.552823,114640182193.488007
165467544.000000,34033.181352,114649239245.764664
165477544.000000,34030.809910,114658297443.911575
165487544.000000,34028.438515,114667356725.629730
165497544.000000,34026.067185,114676417028.636963
165507544.000000,34023.695939,114685478290.668427
165517544.000000,34021.324795,114694540449.477127
165527544.000000,34018.953771,114703603442.834549
165537544.000000,34016.582886,114712667208.531158
165547544.000000,34014.212157,114721731684.376923
165557544.000000,34011.841604,114730796808.201920
165567544.000000,34009.471244,114739862517.856873
165577544.000000,34007.101095,114748928751.213654
165587544.000000,34004.731177,114757995446.165878
165597544.000000,34002.361506,114767062540.629349
165607544.000000,33999.992102,114776129972.542816
165617544.000000,33997.622982,114785197679.868240
165627544.000000,33995.254165,114794265600.591507
165637544.000000,33992.885668,114803333672.722946
165647544.000000,33990.517511,114812401834.297852
165657544.000000,33988.149710,114821470023.376938
165667544.000000,33985.782285,114830538178.047058
165677544.000000,33983.415253,114839606236.421585
165687544.000000,33981.048632,114848674136.640915
165697544.000000,33978.682441,114857741816.873230
165707544.000000,33976.316697,114866809215.314713
165717544.000000,33973.951418,114875876270.190353
165727544.000000,33971.586623,114884942919.754303
165737544.000000,33969.222330,114894009102.290482
165747544.000000,33966.858556,114903074756.113022
165757544.000000,33964.495319,114912139819.566971
165767544.000000,33962.132638,114921204231.028564
165777544.000000,33959.770530,114930267928.906021
165787544.000000,33957.409013,114939330851.639771
165797544.000000,33955.048106,114948392937.703262
165807544.000000,33952.687825,114957454125.603287
165817544.000000,33950.328190,114966514353.880569
165827544.000000,33947.969217,114975573561.110245
165837544.000000,33945.610925,114984631685.902481
165847544.000000,33943.253331,114993688666.902832
165857544.000000,33940.896454,115002744442.792892
165867544.000000,33938.540310,115011798952.290726
165877544.000000,33936.184918,115020852134.151428
165887544.000000,33933.830296,115029903927.167572
165897544.000000,33931.476461,115038954270.169830
165907544.000000,33929.123431,115048003102.027313
165917544.000000,33926.771223,115057050361.648239
165927544.000000,33924.419856,115066095987.980377
165937544.000000,33922.069347,115075139920.011505
165947544.000000,33919.719713,115084182096.769989
165957544.000000,33917.370972,115093222457.325211
165967544.000000,33915.023143,115102260940.788147
165977544.000000,33912.676241,115111297486.311813
165987544.000000,33910.330285,115120332033.091766
165997544.000000,33907.985293,115129364520.366623
166007544.000000,33905.641282,115138394887.418564
166017544.000000,33903.298269,115147423073.573776
166027544.000000,33900.956272,115156449018.202988
166037544.000000,33898.615309,115165472660.721985
166047544.000000,33896.275396,115174493940.592010
166057544.000000,33893.936552,115183512797.320404
166067544.000000,33891.598793,115192529170.460861
166077544.000000,33889.262137,115201542999.614182
166087544.000000,33886.926601,115210554224.428589
166097544.000000,33884.592204,115219562784.600266
166107544.000000,33882.258961,115228568619.873795
166117544.000000,33879.926890,115237571670.042725
166127544.000000,33877.596009,115246571874.949982
166137544.000000,33875.266334,115255569174.488358
166147544.000000,33872.937884,115264563508.600998
166157544.000000,33870.610675,115273554817.281952
166167544.000000,33868.284724,115282543040.576447
166177544.000000,33865.960049,115291528118.581650
166187544.000000,33863.636666,115300509991.446869
166197544.000000,33861.314593,115309488599.374191
166207544.000000,33858.993847,115318463882.618912
166217544.000000,33856.674445,115327435781.489975
166227544.000000,33854.356404,115336404236.350464
166237544.000000,33852.039741,115345369187.618134
166247544.000000,33849.724472,115354330575.765701
166257544.000000,33847.410616,115363288341.321518
166267544.000000,33845.098189,115372242424.869919
166277544.000000,33842.787208,115381192767.051666
166287544.000000,33840.477689,115390139308.564484
166297544.000000,33838.169650,115399081990.163467
166307544.000000,33835.863108,115408020752.661591
166317544.000000,33833.558079,115416955536.930069
166327544.000000,33831.254580,115425886283.898926
166337544.000000,33828.952628,115434812934.557388
166347544.000000,33826.652239,115443735429.954315
166357544.000000,33824.353432,115452653711.198761
166367544.000000,33822.056221,115461567719.460266
166377544.000000,33819.760624,115470477395.969437
166387544.000000,33817.466658,115479382682.018341
166397544.000000,33815.174339,115488283518.960968
166407544.000000,33812.883683,115497179848.213654
